content,score,at,content_sentiment,content_sentiment_num,content_sentiment_confidence
i love this game,5,2025-05-29 14:10:01,positive,2,0.9698373079299927
instantly became one of my favourites . love the lore,5,2025-05-29 14:04:39,positive,2,0.9671751260757446
"abit dated from other gachas out there in terms of quality of life, music is pretty, environment stays colorful (reminds me of tera), great for lore enthusiast! , i played since launch and it doeshave its issues, also not to mention the learning curve and how least demanding it is in terms of investing in chars is very good for new players small problem, give a free 5* to beginning players its only fair (hsr did it), make domains unrestricted for daily access!",3,2025-05-29 14:04:13,positive,2,0.988885760307312
ตัวชะคร ช กับ ญ จำนวนไม่สมดุลอะ,3,2025-05-29 13:55:40,neutral,1,0.3864840567111969
just destroyed my device 🙃 i thinks 8gen2 is a low power chipset,4,2025-05-29 13:52:22,negative,0,0.955951452255249
it's truly a work of art( in a good way ),5,2025-05-29 13:49:53,positive,2,0.9922048449516296
it was really fun playing genshen impact its just my style and my guys install it if you install it you just won brother genshen impact is just so good for playing anime lovers and everyone please try this🤍🤍,5,2025-05-29 13:38:54,positive,2,0.9957263469696045
best game I've ever played in phone,5,2025-05-29 13:31:03,positive,2,0.9621908664703369
good,5,2025-05-29 13:29:02,positive,2,0.8451585173606873
"yes It's beautiful, dati Kasi na download Kona ito idenilate lang pero maganda",5,2025-05-29 13:25:49,positive,2,0.9920642971992493
ᴠᴇʀʏ ɴɪᴄᴇ ᴀɴᴅ ǫᴜᴀʟɪᴛʏ ᴀɴᴅ ɢᴏᴏᴅ ɢᴀᴍᴇ,5,2025-05-29 13:12:15,neutral,1,0.3864840567111969
The fan service is getting worse and worse. can't we have elgent beautiful woman instead of this?,3,2025-05-29 12:53:16,negative,0,0.8546627163887024
"I tried logging into my genshin account after being offline for so long the other day but the app suddenly closed, telling me that genshin impact has a bug and i have to wait for the owner to fix it. Could you please fix this issue? I've spent a lot of money for this game.",2,2025-05-29 12:30:52,negative,0,0.9868240356445312
good😊💯👍,5,2025-05-29 12:04:08,positive,2,0.8451585173606873
"I love game.,it's soo fun and the story great",5,2025-05-29 11:22:07,positive,2,0.9936350584030151
best,5,2025-05-29 10:43:27,positive,2,0.8424850702285767
"Beautiful, fun and interesting!",1,2025-05-29 10:31:03,positive,2,0.9671176075935364
hahahaha no.,1,2025-05-29 10:11:18,neutral,1,0.5954590439796448
"The customer service isn't helping me, and my account is having security issues?😮‍💨",1,2025-05-29 09:53:07,negative,0,0.9877289533615112
I rlly like it so much,5,2025-05-29 09:41:48,positive,2,0.9722065925598145
I love this game,5,2025-05-29 09:29:44,positive,2,0.9698373079299927
the game is just amazing but it feels boring after a month just because of the grind we have to do as a f2p but I comeback after a drop for a month🤣,5,2025-05-29 09:20:13,neutral,1,0.7666540741920471
Saw this in Dharmann and yep I'm gonna download this,5,2025-05-29 08:50:33,neutral,1,0.899370551109314
"its amazing, the story,lore, graphics and gameplay.but the the gacha its not much appreciated its tough to get what you want,for f2p players its tough.who ever is f2p should choose characters wisely,or else it will effect game play or i would recommend 4 stars which is easier to get but need to be built with proper team combs.but overall the game is best,if game add more generous rewards i would appreciate it,and it will make the game more interesting to play.",5,2025-05-29 08:49:54,positive,2,0.9724768996238708
this is worst game I'd ever played,1,2025-05-29 08:26:16,negative,0,0.9925296902656555
My very first adventure game!! The Genshin world was ethereal!! I give it a five star.,5,2025-05-29 08:19:35,positive,2,0.9766902327537537
"Well first of all it made me delete so much that I needed to delete all photos in my phone, delete safe data and fore most it takes a long time to load until it says ""Not enough storage"" like I deleted everything so that's why I'm giving it a one star because it bad don't download for your own good.",1,2025-05-29 08:16:10,negative,0,0.9776645302772522
Yes it is a pay to win game but I have to admit that as a current rank 25 im enjoying myself and i have managed to pull Yelan with 30 something pulls only...,5,2025-05-29 05:37:44,positive,2,0.5965913534164429
Best game ever!,5,2025-05-29 05:11:06,positive,2,0.9386565089225769
Very amazing game but it take time to get load if you have low quality phone...,5,2025-05-29 03:30:32,positive,2,0.8055438995361328
the best graphic i ever played,5,2025-05-29 03:11:24,positive,2,0.9723359942436218
I love this game. I hate the community. thr game it self has such a fun way to it once you get the groove and understand how to play but the community absolutely ruins it at times. I haven't been playing long but since I started the only good 'opinions' are the popular ones. now I'm not saying they ruin the whole game because there's people out there that make it better and show me there's a good side to every community. overall a 3/5. ignore the community/Fandom and just have fun.,3,2025-05-29 03:04:05,positive,2,0.9179999232292175
love it,5,2025-05-29 02:52:22,positive,2,0.9876393675804138
Superb,5,2025-05-28 23:44:17,positive,2,0.9640644192695618
why do I keep losing my 50/50's...,1,2025-05-28 23:32:24,negative,0,0.9635069966316223
", greatIt is a good game, but it is very strict for those who are new And it puts a lot of pressure I loved him, but that's it It bothered me so I deleted it",2,2025-05-28 23:17:14,neutral,1,0.7917823195457458
One of the best games I have ever played. The world building and RPG mechanics are top notch.,5,2025-05-28 23:17:04,positive,2,0.990492045879364
"this game is now my favorite game and, it has very good graphics, it's amazing, download it Five stars.",5,2025-05-28 22:48:44,positive,2,0.9911203980445862
"I love Roblox end does game so much, and this is my first time playing this game.",5,2025-05-28 22:48:44,positive,2,0.9840602874755859
Is Great and Fun but one thing I don't like is downloading it took me hold days to download..,5,2025-05-28 22:20:02,neutral,1,0.6653820276260376
very nice but give us the skip option in side scenario,5,2025-05-28 22:16:49,positive,2,0.9430557489395142
"It's a really great game with amazing graphics and visuals ( better on PC) some cool quests and stories. ofc there are downsides to this game. With the game being so hungry for money, it's almost impossible for f2p ( free to play ) players to get limited items and characters, which will make the game harder to play for most players. After Natlan's release, this game has become a waifu game with only having 2 male characters in Natlan. The game is basically getting worse by the update.",3,2025-05-28 22:12:03,negative,0,0.8853632807731628
it's the best gacha game,5,2025-05-28 22:04:59,positive,2,0.9135937690734863
its just good...,2,2025-05-28 21:55:47,positive,2,0.9765609502792358
i love this game,5,2025-05-28 21:33:04,positive,2,0.9698373079299927
"Very good game plus..very calming, emotional storyline, amazing backgrounds, great graphic, cool character design etc. Love Genshin so much <3",5,2025-05-28 21:27:12,positive,2,0.9959408044815063
i like that,5,2025-05-28 21:21:40,positive,2,0.9933736324310303
they have given at least something after responding to backlash which is a good sign hope they dont mess up again and thanks mihoyo,2,2025-05-28 21:20:04,positive,2,0.5760026574134827
it's nice,5,2025-05-28 21:16:50,positive,2,0.9834758043289185
why is it too many request try again later even i didnt open my acc for almost 5 months,1,2025-05-28 21:04:53,negative,0,0.818880021572113
"nice game!, great comunity!, but they should add more endgame & primogems:)",4,2025-05-28 20:22:16,positive,2,0.6548743844032288
very exciting,5,2025-05-28 19:28:52,positive,2,0.965736985206604
bagus banget,5,2025-05-28 19:28:38,positive,2,0.6482843160629272
not gg it has emails and I'm 8,4,2025-05-28 19:23:52,neutral,1,0.9231212735176086
a little bit too much fan service but beyond that it is very good.,5,2025-05-28 18:55:54,positive,2,0.9237780570983887
it's really good but this size o my god,5,2025-05-28 18:38:26,positive,2,0.9819241166114807
"Sanctified Artifact is a disappointment. Aside from the fact that it is not a guaranteed 4 substat artifact, the substat rolls are unsatisfying. It counters its purpose to help Travelers with their poor artifact builds. Thank you and Ad Astra Abyssosque",1,2025-05-28 18:29:40,negative,0,0.9783904552459717
cool adventure even though very complicated when starting,4,2025-05-28 18:23:47,positive,2,0.8803877830505371
❣️,5,2025-05-28 18:03:10,neutral,1,0.3864840567111969
i love this game but pls give me wish😭,5,2025-05-28 18:01:50,positive,2,0.8287554383277893
"still greedy and even worst because now they are running characters that need each other on the same update or one after the other. you need some characters to make some others even good all scummy on top of being stingy with regards. story is so overhyped and mid. full of childs and lolis too, would not recommend",1,2025-05-28 17:57:08,negative,0,0.9882136583328247
good,5,2025-05-28 17:56:01,positive,2,0.8451585173606873
it's is very fun in my opinion that's all,5,2025-05-28 17:11:25,positive,2,0.9923421740531921
the best,5,2025-05-28 16:51:47,positive,2,0.7932084202766418
"Good game, it may seem like there is a lot to do which there is but after playing for like a year there is not much to do. Endgame content is literal nothing burger, spiral abyss is boring and imaginarium theater requires no strategy. This is a good open world game but the endgame is not compelling enough to keep you hooked. Try to add some bit more content for endgame in 6.0 :)",4,2025-05-28 16:49:11,negative,0,0.8179774880409241
gooner game,1,2025-05-28 16:48:00,negative,0,0.6762153506278992
game sucks stuck at loading screen again and again when I'm almost done,2,2025-05-28 16:29:38,negative,0,0.9968734383583069
This is a great game. Just try it 😉,5,2025-05-28 15:44:42,positive,2,0.9840630292892456
the best game for me,5,2025-05-28 15:44:03,positive,2,0.8894008994102478
im at end game.. completed all the quest and I have nothing to do.... so please add story content fast(im deleting currently will download back when snezhaya releases...,5,2025-05-28 15:13:52,neutral,1,0.7270377278327942
