Product_Category,Product_Name,Quantity,Payment_Method,Review_Rating,Review_Text,State
Clothing,Saree,5,UPI,1,Never buying again,Chhattisgarh
Beauty,Lipstick,3,Credit Card,4,Pretty decent,Haryana
Books,Biography,4,Credit Card,4,Good quality,Uttar Pradesh
Electronics,Smartwatch,3,UPI,1,Defective item,Meghalaya
Clothing,Jeans,2,Credit Card,3,Could be better,Andhra Pradesh
Clothing,Sneakers,1,Cash on Delivery,4,Pretty decent,Kerala
Books,Biography,3,Debit Card,3,Average,Nagaland
Clothing,Sneakers,3,Debit Card,1,Never buying again,Odisha
Home & Kitchen,Air Fryer,4,UPI,5,Highly recommend!,Kerala
Electronics,Tablet,3,Credit Card,3,Could be better,Manipur
Books,Biography,2,Cash on Delivery,2,Product not as expected,Uttar Pradesh
Beauty,Perfume,3,UPI,1,Very bad product,Nagaland
Electronics,Smartphone,3,UPI,3,Not bad,Chhattisgarh
Beauty,Perfume,3,UPI,5,Worth every rupee!,Punjab
Beauty,Hair Dryer,5,Credit Card,3,Okay product,Assam
Electronics,Smartwatch,4,Debit Card,5,Loved it!,Assam
Clothing,Jeans,2,Debit Card,2,Poor packaging,Jharkhand
Home & Kitchen,Air Fryer,3,Debit Card,5,Excellent product!,Madhya Pradesh
Home & Kitchen,Mixer Grinder,1,UPI,5,Highly recommend!,Tamil Nadu
Electronics,Smartphone,2,Debit Card,1,Waste of money,Telangana
Clothing,Saree,5,UPI,1,Defective item,Meghalaya
Beauty,Hair Dryer,1,UPI,4,Would buy again,Mizoram
Electronics,Smartphone,1,Debit Card,1,Defective item,Maharashtra
Electronics,Tablet,3,Debit Card,2,Product not as expected,Tripura
Books,Children's Book,4,Credit Card,2,Poor packaging,Maharashtra
Books,Comics,2,UPI,2,Quality could improve,Uttarakhand
Beauty,Hair Dryer,5,Cash on Delivery,2,Quality could improve,Odisha
Beauty,Hair Dryer,5,Debit Card,3,Could be better,Assam
Books,Comics,3,Credit Card,1,Very bad product,Chhattisgarh
Beauty,Hair Dryer,4,Debit Card,1,Never buying again,Karnataka
Books,Comics,4,Debit Card,1,Terrible experience,Rajasthan
Clothing,Jeans,4,UPI,3,Could be better,Assam
Clothing,Jacket,4,Debit Card,2,Poor packaging,Manipur
Electronics,Laptop,3,Credit Card,1,Terrible experience,Manipur
Books,Comics,2,Debit Card,4,Pretty decent,Sikkim
Clothing,Sneakers,1,Debit Card,2,Quality could improve,Mizoram
Home & Kitchen,Water Purifier,1,Credit Card,3,Average,Kerala
Home & Kitchen,Vacuum Cleaner,2,Debit Card,4,Value for money,Chhattisgarh
Home & Kitchen,Air Fryer,3,Credit Card,5,Fantastic quality!,Uttarakhand
Beauty,Face Cream,2,Credit Card,3,Okay product,Tripura
Clothing,Saree,3,Credit Card,3,Could be better,Nagaland
Books,Science Textbook,5,Credit Card,1,Terrible experience,Rajasthan
Beauty,Perfume,5,Cash on Delivery,4,Satisfied with the product,Odisha
Books,Science Textbook,2,Credit Card,1,Defective item,Goa
Clothing,Saree,2,Cash on Delivery,4,Pretty decent,Tripura
Clothing,Jeans,3,Credit Card,2,Not satisfied,Chhattisgarh
Home & Kitchen,Water Purifier,3,UPI,2,Poor packaging,Maharashtra
Electronics,Smartphone,5,Credit Card,2,Poor packaging,Mizoram
Beauty,Face Cream,5,Credit Card,1,Never buying again,West Bengal
Home & Kitchen,Air Fryer,1,Debit Card,2,Product not as expected,Arunachal Pradesh
Electronics,Tablet,3,Cash on Delivery,5,Fantastic quality!,Uttarakhand
Clothing,Jeans,1,Credit Card,3,Fair deal,Bihar
Beauty,Shampoo,5,Debit Card,3,Could be better,Mizoram
Clothing,Jacket,1,Debit Card,1,Never buying again,Chhattisgarh
Electronics,Smartphone,4,Debit Card,4,Value for money,Jharkhand
Clothing,Jacket,4,UPI,1,Defective item,Goa
Beauty,Hair Dryer,1,Credit Card,1,Waste of money,Goa
Electronics,Smartphone,4,UPI,5,Worth every rupee!,Karnataka
Beauty,Perfume,3,UPI,2,Disappointed,Tamil Nadu
Books,Science Textbook,1,Debit Card,4,Would buy again,Haryana
Home & Kitchen,Air Fryer,2,Credit Card,1,Defective item,Kerala
Clothing,T-Shirt,1,Credit Card,2,Poor packaging,Mizoram
Books,Science Textbook,2,Debit Card,1,Defective item,Jharkhand
Books,Comics,4,Debit Card,2,Product not as expected,West Bengal
Books,Science Textbook,4,Credit Card,5,Loved it!,Assam
Electronics,Smartphone,1,Credit Card,1,Terrible experience,Himachal Pradesh
Beauty,Lipstick,2,Credit Card,2,Quality could improve,Gujarat
Home & Kitchen,Vacuum Cleaner,3,Cash on Delivery,2,Product not as expected,Rajasthan
Books,Children's Book,4,Cash on Delivery,4,Satisfied with the product,Nagaland
Home & Kitchen,Water Purifier,3,Cash on Delivery,1,Waste of money,Himachal Pradesh
Home & Kitchen,Mixer Grinder,4,Cash on Delivery,5,Highly recommend!,Chhattisgarh
Electronics,Laptop,1,Cash on Delivery,2,Poor packaging,Rajasthan
Clothing,Sneakers,1,Debit Card,5,Excellent product!,Jharkhand
Clothing,Saree,1,Credit Card,3,Could be better,Punjab
Beauty,Shampoo,5,Cash on Delivery,1,Never buying again,Nagaland
Beauty,Perfume,3,Cash on Delivery,5,Loved it!,Assam
Clothing,Saree,5,Credit Card,3,Fair deal,Mizoram
Clothing,T-Shirt,5,Cash on Delivery,3,Fair deal,Rajasthan
Beauty,Face Cream,4,Cash on Delivery,2,Not satisfied,Goa
Electronics,Smartphone,2,Debit Card,2,Disappointed,Odisha
Clothing,Jacket,3,Credit Card,5,Worth every rupee!,Odisha
Books,Children's Book,1,Cash on Delivery,5,Excellent product!,Chhattisgarh
Clothing,Jacket,1,Cash on Delivery,3,Okay product,Goa
Electronics,Tablet,3,UPI,3,Okay product,Sikkim
Home & Kitchen,Water Purifier,3,Debit Card,1,Very bad product,Punjab
Electronics,Smartphone,3,UPI,1,Very bad product,Telangana
Clothing,Saree,5,UPI,1,Defective item,Punjab
Electronics,Headphones,2,Debit Card,4,Satisfied with the product,Karnataka
Home & Kitchen,Cookware Set,5,Credit Card,1,Defective item,Uttarakhand
Beauty,Lipstick,3,UPI,2,Poor packaging,Odisha
Home & Kitchen,Air Fryer,3,Debit Card,4,Good quality,Arunachal Pradesh
Books,Fiction Novel,2,Credit Card,1,Very bad product,Uttarakhand
Beauty,Face Cream,1,Cash on Delivery,4,Good quality,West Bengal
Books,Comics,4,Credit Card,4,Satisfied with the product,Andhra Pradesh
Clothing,Jacket,1,Debit Card,1,Waste of money,Assam
Home & Kitchen,Cookware Set,3,Cash on Delivery,5,Worth every rupee!,Arunachal Pradesh
Clothing,Saree,3,Credit Card,2,Quality could improve,Rajasthan
Beauty,Shampoo,2,UPI,4,Value for money,Tripura
Books,Biography,4,UPI,4,Good quality,Odisha
Clothing,Saree,3,Cash on Delivery,4,Would buy again,Himachal Pradesh
Books,Science Textbook,3,Credit Card,3,Okay product,Rajasthan
Books,Biography,3,Cash on Delivery,2,Not satisfied,Gujarat
Books,Comics,4,Credit Card,1,Waste of money,Tripura
Beauty,Shampoo,4,Debit Card,1,Defective item,Odisha
Clothing,Jacket,5,UPI,2,Not satisfied,Maharashtra
Clothing,T-Shirt,1,Debit Card,3,Could be better,Punjab
Beauty,Perfume,1,Cash on Delivery,4,Would buy again,Rajasthan
Beauty,Face Cream,5,Debit Card,4,Would buy again,Andhra Pradesh
Beauty,Lipstick,4,UPI,4,Would buy again,Meghalaya
Beauty,Hair Dryer,2,Debit Card,3,Okay product,Rajasthan
Home & Kitchen,Cookware Set,4,Credit Card,3,Okay product,Nagaland
Clothing,T-Shirt,5,Cash on Delivery,3,Could be better,Jharkhand
Home & Kitchen,Air Fryer,2,UPI,1,Defective item,Rajasthan
Electronics,Smartphone,1,UPI,2,Not satisfied,Jharkhand
Clothing,Jacket,3,Cash on Delivery,2,Poor packaging,Meghalaya
Beauty,Hair Dryer,2,Credit Card,3,Fair deal,Haryana
Electronics,Tablet,2,UPI,5,Worth every rupee!,Uttar Pradesh
Clothing,Saree,4,Credit Card,4,Satisfied with the product,Uttar Pradesh
Electronics,Smartwatch,2,Credit Card,4,Satisfied with the product,Sikkim
Home & Kitchen,Air Fryer,5,Credit Card,5,Excellent product!,Madhya Pradesh
Electronics,Smartphone,2,UPI,4,Pretty decent,Jharkhand
Electronics,Headphones,1,Credit Card,5,Worth every rupee!,Manipur
Electronics,Smartwatch,2,Cash on Delivery,2,Quality could improve,Assam
Beauty,Hair Dryer,2,UPI,1,Very bad product,Tamil Nadu
Books,Comics,5,UPI,5,Excellent product!,Arunachal Pradesh
Home & Kitchen,Water Purifier,1,UPI,2,Poor packaging,Goa
Books,Science Textbook,5,Debit Card,5,Loved it!,Manipur
Beauty,Shampoo,4,UPI,4,Good quality,Maharashtra
Clothing,Jeans,4,Cash on Delivery,3,Could be better,Meghalaya
Beauty,Face Cream,3,UPI,2,Poor packaging,Manipur
Clothing,Jeans,1,Cash on Delivery,4,Would buy again,Gujarat
Home & Kitchen,Cookware Set,1,Cash on Delivery,1,Waste of money,Karnataka
Beauty,Shampoo,3,Cash on Delivery,1,Very bad product,Punjab
Books,Children's Book,4,Credit Card,2,Quality could improve,Chhattisgarh
Beauty,Hair Dryer,5,Cash on Delivery,3,Okay product,Karnataka
Beauty,Shampoo,2,Cash on Delivery,2,Poor packaging,West Bengal
Books,Fiction Novel,5,UPI,2,Disappointed,Tamil Nadu
Clothing,Jeans,5,UPI,5,Highly recommend!,Karnataka
Books,Comics,2,Credit Card,5,Highly recommend!,Telangana
Books,Children's Book,4,Cash on Delivery,4,Good quality,West Bengal
Books,Science Textbook,5,UPI,5,Highly recommend!,Kerala
Electronics,Smartwatch,1,Credit Card,4,Good quality,Madhya Pradesh
Clothing,Saree,3,Cash on Delivery,3,Average,Chhattisgarh
Home & Kitchen,Water Purifier,4,Credit Card,3,Could be better,Tripura
Books,Science Textbook,5,Cash on Delivery,5,Loved it!,Kerala
Electronics,Laptop,5,Debit Card,1,Very bad product,Mizoram
Electronics,Tablet,4,Credit Card,1,Very bad product,Nagaland
Beauty,Hair Dryer,3,Credit Card,2,Poor packaging,Bihar
Clothing,T-Shirt,5,Cash on Delivery,2,Quality could improve,Karnataka
Electronics,Laptop,3,Credit Card,4,Would buy again,Haryana
Beauty,Lipstick,2,Cash on Delivery,3,Average,Manipur
Home & Kitchen,Vacuum Cleaner,4,Cash on Delivery,5,Excellent product!,Bihar
Beauty,Hair Dryer,4,Debit Card,3,Okay product,Himachal Pradesh
Home & Kitchen,Vacuum Cleaner,1,Cash on Delivery,4,Would buy again,Manipur
Clothing,Sneakers,5,Debit Card,3,Not bad,Haryana
Beauty,Perfume,4,Debit Card,2,Disappointed,Chhattisgarh
Clothing,Jeans,1,Cash on Delivery,4,Would buy again,Bihar
Books,Biography,2,Debit Card,4,Satisfied with the product,Arunachal Pradesh
Beauty,Hair Dryer,3,Debit Card,1,Very bad product,Jharkhand
Home & Kitchen,Mixer Grinder,5,Credit Card,3,Average,Madhya Pradesh
Electronics,Smartwatch,2,Cash on Delivery,5,Loved it!,West Bengal
Beauty,Perfume,5,Credit Card,3,Average,Punjab
Electronics,Smartwatch,2,UPI,3,Okay product,Maharashtra
Electronics,Headphones,3,Debit Card,2,Disappointed,Haryana
Clothing,T-Shirt,2,Credit Card,5,Fantastic quality!,West Bengal
Home & Kitchen,Cookware Set,1,Credit Card,1,Defective item,Goa
Books,Fiction Novel,3,Credit Card,2,Disappointed,Uttarakhand
Clothing,Saree,4,UPI,4,Good quality,Karnataka
Books,Biography,4,Debit Card,2,Disappointed,Odisha
Electronics,Headphones,4,Credit Card,5,Excellent product!,Telangana
Electronics,Smartwatch,3,Cash on Delivery,3,Average,Karnataka
Beauty,Perfume,4,Credit Card,1,Terrible experience,Gujarat
Home & Kitchen,Air Fryer,1,Cash on Delivery,2,Product not as expected,Tripura
Clothing,Jacket,3,Debit Card,2,Not satisfied,Goa
Books,Children's Book,4,Cash on Delivery,5,Loved it!,Meghalaya
Electronics,Tablet,4,UPI,2,Product not as expected,Mizoram
Electronics,Headphones,3,Credit Card,3,Fair deal,Manipur
Beauty,Perfume,1,UPI,2,Poor packaging,Meghalaya
Home & Kitchen,Mixer Grinder,3,Credit Card,1,Defective item,Jharkhand
Home & Kitchen,Mixer Grinder,2,Debit Card,2,Product not as expected,Meghalaya
Home & Kitchen,Vacuum Cleaner,4,UPI,2,Disappointed,Andhra Pradesh
Home & Kitchen,Water Purifier,1,Credit Card,3,Could be better,Assam
Clothing,Jacket,5,Cash on Delivery,1,Very bad product,Madhya Pradesh
Electronics,Headphones,1,Credit Card,5,Highly recommend!,Mizoram
Electronics,Smartwatch,2,Credit Card,5,Fantastic quality!,Manipur
Electronics,Smartphone,5,UPI,5,Fantastic quality!,Haryana
Clothing,Jacket,5,Cash on Delivery,3,Fair deal,Gujarat
Electronics,Smartphone,3,Cash on Delivery,5,Worth every rupee!,Odisha
Home & Kitchen,Vacuum Cleaner,5,UPI,1,Defective item,Kerala
Home & Kitchen,Mixer Grinder,1,Cash on Delivery,2,Poor packaging,Arunachal Pradesh
Clothing,Saree,4,Debit Card,1,Waste of money,Arunachal Pradesh
Books,Biography,5,UPI,4,Good quality,Jharkhand
Books,Science Textbook,3,Debit Card,4,Good quality,Meghalaya
Books,Science Textbook,2,UPI,5,Loved it!,Punjab
Books,Science Textbook,4,Credit Card,1,Defective item,Uttarakhand
Beauty,Face Cream,1,UPI,2,Poor packaging,Rajasthan
Books,Science Textbook,3,UPI,2,Product not as expected,Sikkim
Books,Fiction Novel,4,UPI,1,Terrible experience,Meghalaya
Clothing,Jacket,5,Cash on Delivery,5,Worth every rupee!,Jharkhand
Clothing,T-Shirt,1,UPI,2,Product not as expected,Nagaland
Electronics,Smartwatch,1,UPI,3,Not bad,Andhra Pradesh
Books,Biography,1,Debit Card,4,Good quality,West Bengal
Books,Fiction Novel,5,Debit Card,3,Not bad,Bihar
Beauty,Perfume,5,Credit Card,3,Fair deal,Maharashtra
Beauty,Face Cream,2,Cash on Delivery,1,Terrible experience,Chhattisgarh
Clothing,Saree,3,Cash on Delivery,2,Quality could improve,Himachal Pradesh
Electronics,Headphones,3,Cash on Delivery,4,Value for money,Telangana
Electronics,Laptop,2,UPI,3,Could be better,Kerala
Beauty,Shampoo,2,Debit Card,2,Not satisfied,Tripura
Electronics,Smartwatch,4,Debit Card,3,Could be better,Madhya Pradesh
Books,Science Textbook,1,Cash on Delivery,5,Worth every rupee!,Kerala
Electronics,Headphones,4,Cash on Delivery,5,Loved it!,Arunachal Pradesh
Beauty,Hair Dryer,5,Debit Card,2,Quality could improve,Madhya Pradesh
Beauty,Hair Dryer,2,Debit Card,2,Quality could improve,Arunachal Pradesh
Clothing,Saree,1,Cash on Delivery,2,Poor packaging,Odisha
Clothing,Sneakers,1,Credit Card,3,Average,Nagaland
Electronics,Tablet,4,Cash on Delivery,5,Fantastic quality!,Gujarat
Clothing,T-Shirt,1,UPI,4,Value for money,Kerala
Beauty,Hair Dryer,5,Cash on Delivery,5,Fantastic quality!,Nagaland
Books,Children's Book,5,UPI,3,Average,Jharkhand
Electronics,Headphones,5,UPI,3,Not bad,Assam
Books,Fiction Novel,1,Cash on Delivery,4,Good quality,Madhya Pradesh
Beauty,Perfume,1,Cash on Delivery,4,Pretty decent,Mizoram
Electronics,Smartwatch,5,UPI,4,Would buy again,Manipur
Clothing,Saree,5,Credit Card,5,Excellent product!,Tripura
Electronics,Laptop,1,Credit Card,4,Satisfied with the product,Nagaland
Electronics,Smartwatch,2,Credit Card,2,Product not as expected,Himachal Pradesh
Books,Comics,3,UPI,1,Terrible experience,Uttarakhand
Clothing,Saree,3,Credit Card,3,Fair deal,Punjab
Clothing,Saree,5,Debit Card,1,Waste of money,Sikkim
Books,Science Textbook,2,Debit Card,3,Not bad,Punjab
Clothing,Sneakers,5,Cash on Delivery,1,Waste of money,Bihar
Electronics,Laptop,2,Cash on Delivery,1,Never buying again,Chhattisgarh
Books,Biography,3,Debit Card,2,Not satisfied,Bihar
Home & Kitchen,Air Fryer,2,Cash on Delivery,5,Worth every rupee!,Madhya Pradesh
Books,Biography,5,Debit Card,5,Fantastic quality!,Kerala
Beauty,Perfume,3,UPI,1,Terrible experience,Uttar Pradesh
Clothing,Sneakers,1,Credit Card,5,Fantastic quality!,Karnataka
Beauty,Perfume,4,UPI,4,Satisfied with the product,Nagaland
Home & Kitchen,Mixer Grinder,2,Debit Card,2,Poor packaging,Kerala
Books,Science Textbook,1,Cash on Delivery,2,Disappointed,Tripura
Electronics,Smartphone,5,Credit Card,3,Not bad,Chhattisgarh
Home & Kitchen,Cookware Set,1,UPI,3,Not bad,Gujarat
Home & Kitchen,Air Fryer,4,Cash on Delivery,1,Very bad product,Punjab
Home & Kitchen,Air Fryer,3,Debit Card,5,Highly recommend!,Mizoram
Clothing,Saree,5,UPI,1,Defective item,Madhya Pradesh
Clothing,Sneakers,3,Credit Card,5,Excellent product!,Mizoram
Electronics,Smartphone,2,Credit Card,3,Not bad,Arunachal Pradesh
Books,Science Textbook,1,Cash on Delivery,2,Product not as expected,Arunachal Pradesh
Beauty,Hair Dryer,4,Credit Card,2,Poor packaging,Arunachal Pradesh
Beauty,Face Cream,5,Credit Card,1,Very bad product,Chhattisgarh
Books,Science Textbook,3,Cash on Delivery,2,Quality could improve,Tamil Nadu
Books,Science Textbook,3,Credit Card,2,Disappointed,Karnataka
Clothing,Jacket,3,Debit Card,5,Excellent product!,Uttar Pradesh
Books,Children's Book,3,Credit Card,2,Poor packaging,Meghalaya
Clothing,Saree,3,Debit Card,4,Would buy again,Mizoram
Home & Kitchen,Cookware Set,5,Debit Card,5,Excellent product!,Manipur
Clothing,Saree,4,Debit Card,5,Highly recommend!,Chhattisgarh
Books,Fiction Novel,4,UPI,1,Never buying again,Punjab
Clothing,T-Shirt,1,Credit Card,5,Fantastic quality!,Mizoram
Beauty,Perfume,3,Cash on Delivery,5,Worth every rupee!,Chhattisgarh
Beauty,Shampoo,5,UPI,5,Excellent product!,Karnataka
Beauty,Face Cream,4,UPI,1,Very bad product,Punjab
Clothing,Saree,3,Cash on Delivery,4,Value for money,Karnataka
Beauty,Shampoo,3,Cash on Delivery,3,Average,Goa
Beauty,Shampoo,3,Credit Card,2,Poor packaging,Madhya Pradesh
Beauty,Hair Dryer,5,Debit Card,3,Fair deal,Punjab
Books,Science Textbook,4,Credit Card,1,Terrible experience,Telangana
Electronics,Smartwatch,5,Debit Card,3,Okay product,Uttarakhand
Home & Kitchen,Mixer Grinder,2,Cash on Delivery,4,Would buy again,Jharkhand
Electronics,Smartwatch,2,Cash on Delivery,3,Average,Odisha
Beauty,Perfume,3,UPI,2,Quality could improve,Karnataka
Beauty,Hair Dryer,5,UPI,3,Not bad,Mizoram
Home & Kitchen,Cookware Set,4,UPI,5,Worth every rupee!,Uttarakhand
Home & Kitchen,Air Fryer,2,Debit Card,2,Disappointed,Mizoram
Clothing,Saree,3,Credit Card,5,Fantastic quality!,Nagaland
Electronics,Laptop,2,UPI,4,Good quality,Meghalaya
Beauty,Perfume,1,Cash on Delivery,3,Fair deal,Tamil Nadu
Clothing,Jacket,2,Debit Card,4,Good quality,Odisha
Books,Comics,5,Debit Card,5,Highly recommend!,Jharkhand
Books,Biography,3,Credit Card,3,Could be better,Meghalaya
Clothing,Jacket,4,Cash on Delivery,1,Terrible experience,Uttarakhand
Books,Children's Book,3,Cash on Delivery,2,Disappointed,Andhra Pradesh
Electronics,Headphones,5,UPI,2,Product not as expected,Kerala
Clothing,Jeans,1,Debit Card,1,Very bad product,Karnataka
Beauty,Lipstick,4,Debit Card,5,Highly recommend!,Sikkim
Home & Kitchen,Cookware Set,5,Debit Card,3,Could be better,Bihar
Clothing,Jeans,2,UPI,4,Pretty decent,Maharashtra
Electronics,Tablet,1,Cash on Delivery,2,Not satisfied,Odisha
Books,Comics,5,UPI,4,Good quality,Jharkhand
Home & Kitchen,Water Purifier,2,Cash on Delivery,4,Value for money,Uttar Pradesh
Home & Kitchen,Air Fryer,4,Cash on Delivery,1,Very bad product,Telangana
Home & Kitchen,Air Fryer,5,UPI,4,Value for money,West Bengal
Clothing,Sneakers,4,UPI,5,Fantastic quality!,Tamil Nadu
Electronics,Headphones,2,Credit Card,2,Product not as expected,Rajasthan
Home & Kitchen,Mixer Grinder,3,Cash on Delivery,4,Satisfied with the product,Andhra Pradesh
Electronics,Headphones,1,Cash on Delivery,2,Not satisfied,Punjab
Home & Kitchen,Air Fryer,3,Debit Card,2,Poor packaging,Meghalaya
Home & Kitchen,Cookware Set,3,Credit Card,3,Not bad,Himachal Pradesh
Home & Kitchen,Vacuum Cleaner,1,Cash on Delivery,2,Quality could improve,Rajasthan
Home & Kitchen,Mixer Grinder,5,Cash on Delivery,4,Value for money,Uttar Pradesh
Electronics,Laptop,1,Credit Card,3,Okay product,Tripura
Home & Kitchen,Water Purifier,3,UPI,4,Satisfied with the product,Odisha
Books,Comics,5,Cash on Delivery,2,Poor packaging,Odisha
Home & Kitchen,Vacuum Cleaner,5,Debit Card,1,Very bad product,Haryana
Clothing,Saree,4,Cash on Delivery,5,Fantastic quality!,Telangana
Clothing,Jeans,5,Debit Card,1,Never buying again,Arunachal Pradesh
Electronics,Tablet,1,Debit Card,2,Quality could improve,Odisha
Home & Kitchen,Cookware Set,5,UPI,2,Poor packaging,Meghalaya
Home & Kitchen,Water Purifier,4,Credit Card,2,Poor packaging,Goa
Home & Kitchen,Cookware Set,4,Debit Card,3,Fair deal,Mizoram
Electronics,Laptop,2,UPI,3,Could be better,Rajasthan
Clothing,T-Shirt,2,Cash on Delivery,3,Not bad,Telangana
Electronics,Smartphone,1,Debit Card,4,Value for money,Punjab
Home & Kitchen,Air Fryer,4,Debit Card,4,Good quality,Tripura
Books,Science Textbook,5,Debit Card,2,Not satisfied,Uttarakhand
Beauty,Lipstick,1,UPI,1,Terrible experience,Madhya Pradesh
Beauty,Hair Dryer,1,Credit Card,5,Highly recommend!,Chhattisgarh
Clothing,T-Shirt,4,Credit Card,4,Good quality,Uttarakhand
Beauty,Lipstick,4,Credit Card,4,Would buy again,Sikkim
Clothing,Sneakers,4,Debit Card,1,Waste of money,Haryana
Clothing,Sneakers,4,UPI,2,Quality could improve,Arunachal Pradesh
Clothing,Jeans,1,Cash on Delivery,4,Satisfied with the product,Odisha
Home & Kitchen,Cookware Set,5,UPI,1,Defective item,Tamil Nadu
Clothing,T-Shirt,3,Credit Card,5,Fantastic quality!,Bihar
Beauty,Face Cream,4,Credit Card,5,Excellent product!,Gujarat
Beauty,Lipstick,3,Debit Card,3,Not bad,Andhra Pradesh
Electronics,Headphones,1,Cash on Delivery,5,Highly recommend!,Manipur
Clothing,T-Shirt,1,Cash on Delivery,3,Okay product,Karnataka
Books,Comics,4,Debit Card,5,Fantastic quality!,Maharashtra
Books,Science Textbook,1,Credit Card,1,Very bad product,Chhattisgarh
Electronics,Smartphone,2,Debit Card,1,Terrible experience,Maharashtra
Electronics,Tablet,5,Debit Card,5,Highly recommend!,Tamil Nadu
Books,Comics,3,Debit Card,5,Fantastic quality!,Gujarat
Electronics,Headphones,4,Debit Card,1,Waste of money,Maharashtra
Books,Science Textbook,5,Credit Card,1,Very bad product,Mizoram
Books,Biography,2,Debit Card,4,Would buy again,Tripura
Beauty,Hair Dryer,4,Credit Card,3,Not bad,Punjab
